session,src_ip,hassh,login_attempts,login_success,login_failed,cmd_count,cmd_failed,downloads,duration_ms,attack_type,label
d79b7dc9d70b,61.177.172.98,,0,0,0,0,0,0,0,benign,0
bbf6101ae1f9,61.177.173.46,,0,0,0,0,0,0,0,benign,0
5e4f1b1978ba,61.177.173.48,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
9c756d85b991,61.177.173.37,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
71df9679dcdc,61.177.172.19,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
1e97d57d001b,61.177.173.53,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
e3ec0f333557,61.177.173.48,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
9b711e4e9067,172.105.128.13,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
a5516f957b22,172.105.128.13,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
b64e3dccbe4f,172.105.128.13,,0,0,0,0,0,0,0,benign,0
a424d9027ffa,107.189.13.7,ba19a58a192de4fe89e3f7e2f9917fc9,1,1,0,0,0,0,0,bruteforce,1
2c6f573203e7,61.177.173.37,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
ac1c62a34760,61.177.173.53,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
739b77f67dd0,61.177.172.108,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
6e95a70fa476,61.177.173.35,,0,0,0,0,0,0,0,benign,0
c1a682e0dd21,193.105.134.95,a7a87fbe86774c2e40cc4a7ea2ab1b3c,1,1,0,0,0,0,0,bruteforce,1
a5e7d4b4d19c,218.92.0.221,,0,0,0,0,0,0,0,benign,0
d8479faa0531,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,0,1,0,0,0,0,benign,0
fe797b27d55f,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,0,1,0,0,0,0,benign,0
d751622289b4,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
a24f35b4a3ee,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
514f306ccd8a,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
26d012b59878,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
f60a07f07552,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
42a71000ecc1,14.50.131.36,9d31b8e6c87f893d077ca6526f7c710b,1,1,0,1,0,0,0,bruteforce,1
f822f3820f72,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
6537b40398b9,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
f444ccc0b9c7,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
0ade1c2ae08a,61.177.173.49,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
df925197f3f6,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
695d8c697a51,144.48.228.82,,0,0,0,0,0,0,0,benign,0
f5a71cc55242,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
1ff7e36aa675,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
36419d01258f,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
557368429a4b,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
40f65816fbac,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
82f220a6e2cc,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
1b7dd21e42a4,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
de97f5e1abfc,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
8303f9343d1b,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
d18bfae0e05f,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
ba7397aa790c,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
42fddad8ec47,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
09514c4bdaf5,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
0c36e0987f34,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
525d619284d4,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
60f8b72e810e,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
5b42a6d5ad2f,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
8f4602a865cc,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
665c6d80faa4,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
86ee3156fc89,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
63eb09101b1b,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
2730ed625d93,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
e4270387ab02,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
106206326b03,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
d4538d643f7d,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
ca1adc17e50a,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
9b55cb24f9e6,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
92cc662b4e19,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
02edf71011f7,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
949e09207697,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
bd4ec85e4d4c,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
27ca000a0d46,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
c37530feed7e,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
265654b4fdc9,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
58fd18e954ab,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
ccece212c09f,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
e665dbf6bbbf,144.48.228.82,4e066189c3bbeec38c99b1855113733a,1,1,0,0,0,0,0,bruteforce,1
c162607588c3,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
077022a5b019,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
92e5a19175b6,144.48.228.82,4e066189c3bbeec38c99b1855113733a,0,0,0,0,0,0,0,benign,0
2341c1a419ef,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
10a77d7c30c5,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
290141d1fa4a,61.177.173.47,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
50b5eef531c1,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
3c18e2af30b4,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
5206ecbcdd04,61.177.172.19,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
63f5152109d5,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
58b5b50aa9fe,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
e549293f9cbe,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
023860f14615,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
6be7a23e77fc,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,0,1,0,0,0,0,benign,0
602c39575459,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
2f6409790506,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
3008cecfb6f4,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
0e993e80207c,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
b4e29036a63e,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
914217fc383d,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
e534df5fa76b,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
1b005ae72ebb,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
8f6af37531cc,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
7b7e44490243,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
0fb003f93722,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
5b15be5fbe76,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
2fda66741e9c,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
c0ed49579465,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
75b2700ac48c,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
db02b9001aaf,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
ef2e64150ac3,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
a77adc870b53,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
adbab4071d5a,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
ed17b3e65fb9,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
d29ef3464a10,85.31.44.222,92674389fa1e47a27ddd8d9b63ecd42b,1,1,0,1,0,0,0,malware_download,3
6db830d1a531,218.92.0.221,,0,0,0,0,0,0,0,benign,0
9e98902b6e4d,61.177.173.49,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
0fa3fcc37bd2,61.177.173.47,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
1d77e8b28595,61.177.172.114,,0,0,0,0,0,0,0,benign,0
221cb381555d,138.68.8.81,,0,0,0,0,0,0,0,benign,0
bd6be9297d54,138.68.8.81,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
782aa9c4e829,138.68.8.81,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
fc2f44a5208f,138.68.8.81,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
07036095318c,138.68.8.81,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
bf62c92fad7a,138.68.8.81,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
c0814a732cb6,138.68.8.81,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
7bca8667a775,61.177.172.104,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
e21d61d72337,61.177.173.53,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
9c2a03580bbf,61.177.173.35,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
58e1867c22a8,61.177.172.108,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
72d8f0e8177a,49.207.181.205,,0,0,0,0,0,0,0,benign,0
9ada237eba8e,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
8a3f547dcd46,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
537508af5924,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
36bdd37edbdc,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
579ed6bd34b1,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
a7009f369a6f,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
0f7be94d74cc,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
61417bc154bb,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
7eeefdf6f7d7,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
11594f347ec2,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
9a6ea5240780,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
189c3dd7e1d1,49.207.181.205,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
d749d4ba835e,61.177.173.48,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
d29e561a5f6a,61.177.173.46,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
0b619134ab8a,61.177.172.90,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
ff08e2633010,61.177.172.98,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
f67208459b66,61.177.173.39,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
44f345208ef9,218.92.0.221,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
240c2fc559fa,61.177.173.50,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
f29bc9a9900a,61.177.172.114,,0,0,0,0,0,0,0,benign,0
361979df662e,61.177.173.39,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
c35aa411bcd2,61.177.173.53,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
f71afd0ae19c,61.177.173.37,,0,0,0,0,0,0,0,benign,0
3ef40f77a6f6,106.12.154.102,,0,0,0,0,0,0,0,benign,0
f188fff5e100,61.177.172.98,,0,0,0,0,0,0,0,benign,0
c55d31c00165,61.177.173.36,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
c9d4390f1d61,61.177.173.49,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
b256acb5b469,61.177.172.104,,0,0,0,0,0,0,0,benign,0
0b5a9e7fa01c,107.189.13.7,ba19a58a192de4fe89e3f7e2f9917fc9,1,1,0,0,0,0,0,bruteforce,1
33bc1fc8cb5d,61.177.172.114,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
33505da0e563,61.177.173.48,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
a7c7ba42cd6f,61.177.173.49,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
edc6b70481d1,61.177.173.37,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
aa7ae3735dc4,61.177.173.35,,0,0,0,0,0,0,0,benign,0
27aa8d14b7de,61.177.172.98,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
318ba920c451,61.177.173.46,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
3a6ef7e3cbd1,61.177.173.37,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
47011146557e,61.177.173.47,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
4d8938a29c7d,61.177.172.108,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
076330fa7b76,61.177.173.53,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
152d9a983089,38.242.129.230,,0,0,0,0,0,0,0,benign,0
a6e491744ea6,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
92bdfe2b83ce,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
85ccf741c25f,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
4a21254be601,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
b4ccbab6f6dc,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
4c17dff7d5ce,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
a83593966832,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
f6520028c513,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
87eb8cbc103a,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
875269cef090,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
ac4250e84c48,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
6dd71da31666,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
163b9a0ddcb9,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
bd22a7b8830f,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
9a7b00404e27,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
0a47ef5fa98c,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
746b9a5b0c7f,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
fc249bb12652,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
18c79c71dea8,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
15d89e33b890,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
47def6bb5e66,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
5e5ee859d6f7,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
6f04ac8636f6,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
b9b45b0d4579,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
9fae8cc2da7a,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
9faa578aa6b7,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
48e8706ec885,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
0c2ad0f753a3,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
10cfa112ae30,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
95a4a2b0c823,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
62105d5c5b22,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
f8d4ad52d70f,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
a5309b279a01,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
2a609557157d,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
38f086ef7caf,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
25782df23775,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
a3e7fd76b9a0,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
6c7aba3ec005,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
3060a058add8,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
7830be6e5d93,38.242.129.230,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
8ce06ee37041,61.177.173.35,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
d6ca009ba5db,61.177.172.104,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
e31966530477,61.177.173.49,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
afe7251726de,61.177.172.114,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
174cee86ef70,61.177.173.35,1616c6d18e845e7a01168a44591f7a35,0,0,0,0,0,0,0,benign,0
c64e27c7e0e1,61.177.172.90,,0,0,0,0,0,0,0,benign,0
144b5c764daf,61.177.173.46,,0,0,0,0,0,0,0,benign,0
71e022111d10,147.185.254.17,,0,0,0,0,0,0,0,benign,0
b0cc6de29ecc,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
baecf4a427e2,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
aa73e38f09ec,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
f003e3a1aea8,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
7ecb91cf0431,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
7b1612902d26,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
78f1e63e7f93,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
5dc564e8ad98,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
555dabc95e3d,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
29b73ca47cf4,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
f2f827b910bf,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
11023dc5542c,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
c433c6391bc9,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
f9c6c210b207,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
93d407c5ad7d,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
aa2d3558bb70,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
6572c3ec9bba,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
c31757d41d79,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
889af18bc4bc,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
fe4b670610e5,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
ce5a88b68cd1,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
48a63c25f702,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
5833f2212a7d,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
225d938d7550,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
e9d3eeaf697c,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
ba4eb5baf5ce,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
1d81559b77ab,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
b1634e847dba,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
a27a6ba5ab4e,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
63af9cebfad5,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
a3ba9566bca8,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
1c23146bdad0,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
5acb6818ceec,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
acca11382e8a,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
94ae52e5acd0,147.185.254.17,4e066189c3bbeec38c99b1855113733a,1,1,0,1,0,0,0,bruteforce,1
